X,Y,Z,osm_id,osm_way_id,name,type,aeroway,amenity,admin_level,barrier,boundary,building,craft,geological,historic,land_area,landuse,leisure,man_made,military,natural,office,place,shop,sport,tourism,other_tags,vertex_index,vertex_part,vertex_part_ring,vertex_part_index,distance,angle,z_extractedfirst,x,y
497062.440973618,5419917.97366037,285.289947509766,,"50548563",Haspelturm,,,,,,,yes,,,,,,,,,,,,,,,"""addr:city""=>""Vaihingen an der Enz"",""addr:country""=>""DE"",""addr:housenumber""=>""16"",""addr:postcode""=>""71665"",""addr:street""=>""Turmstra??e"",""alt_name""=>""Diebsturm""","14","0","0","14",0.00015604992514,74.32870104120499,285.289947509766,497062.4409736181,5419917.9736603741
497063.451850807,5419918.23992049,287.453186035156,,"50548563",Haspelturm,,,,,,,yes,,,,,,,,,,,,,,,"""addr:city""=>""Vaihingen an der Enz"",""addr:country""=>""DE"",""addr:housenumber""=>""16"",""addr:postcode""=>""71665"",""addr:street""=>""Turmstra??e"",""alt_name""=>""Diebsturm""","15","0","0","15",0.00017005706618,85.67224362057904,287.453186035156,497063.4518508067,5419918.2399204867
497064.491866311,5419918.2060227,285.883239746094,,"50548563",Haspelturm,,,,,,,yes,,,,,,,,,,,,,,,"""addr:city""=>""Vaihingen an der Enz"",""addr:country""=>""DE"",""addr:housenumber""=>""16"",""addr:postcode""=>""71665"",""addr:street""=>""Turmstra??e"",""alt_name""=>""Diebsturm""","16","0","0","16",0.00018426023484,96.66701621221719,285.883239746094,497064.4918663109,5419918.2060227012
497065.480460211,5419917.88312591,283.401062011719,,"50548563",Haspelturm,,,,,,,yes,,,,,,,,,,,,,,,"""addr:city""=>""Vaihingen an der Enz"",""addr:country""=>""DE"",""addr:housenumber""=>""16"",""addr:postcode""=>""71665"",""addr:street""=>""Turmstra??e"",""alt_name""=>""Diebsturm""","17","0","0","17",0.00019806820355,108.15554587562180,283.401062011719,497065.4804602108,5419917.8831259059
497066.34440259,5419917.29350146,279.610656738281,,"50548563",Haspelturm,,,,,,,yes,,,,,,,,,,,,,,,"""addr:city""=>""Vaihingen an der Enz"",""addr:country""=>""DE"",""addr:housenumber""=>""16"",""addr:postcode""=>""71665"",""addr:street""=>""Turmstra??e"",""alt_name""=>""Diebsturm""","18","0","0","18",0.00021100381332,121.61662303882818,279.610656738281,497066.3444025899,5419917.2935014600
497067.003150994,5419916.48165734,287.188598632812,,"50548563",Haspelturm,,,,,,,yes,,,,,,,,,,,,,,,"""addr:city""=>""Vaihingen an der Enz"",""addr:country""=>""DE"",""addr:housenumber""=>""16"",""addr:postcode""=>""71665"",""addr:street""=>""Turmstra??e"",""alt_name""=>""Diebsturm""","19","0","0","19",0.00022259216954,138.22277949786110,287.188598632813,497067.0031509940,5419916.4816573365
497067.405477148,5419915.52543523,274.338165283203,,"50548563",Haspelturm,,,,,,,yes,,,,,,,,,,,,,,,"""addr:city""=>""Vaihingen an der Enz"",""addr:country""=>""DE"",""addr:housenumber""=>""16"",""addr:postcode""=>""71665"",""addr:street""=>""Turmstra??e"",""alt_name""=>""Diebsturm""","20","0","0","20",0.00023280049948,158.81894583001534,274.338165283203,497067.4054771478,5419915.5254352279
497067.522119364,5419914.49154888,278.866180419922,,"50548563",Haspelturm,,,,,,,yes,,,,,,,,,,,,,,,"""addr:city""=>""Vaihingen an der Enz"",""addr:country""=>""DE"",""addr:housenumber""=>""16"",""addr:postcode""=>""71665"",""addr:street""=>""Turmstra??e"",""alt_name""=>""Diebsturm""","21","0","0","21",0.00024223713023,182.72031696708385,278.866180419922,497067.5221193637,5419914.4915488809
497067.338475977,5419913.46893714,281.765075683594,,"50548563",Haspelturm,,,,,,,yes,,,,,,,,,,,,,,,"""addr:city""=>""Vaihingen an der Enz"",""addr:country""=>""DE"",""addr:housenumber""=>""16"",""addr:postcode""=>""71665"",""addr:street""=>""Turmstra??e"",""alt_name""=>""Diebsturm""","22","0","0","22",0.00025177075494,206.03615317780398,281.765075683594,497067.3384759774,5419913.4689371390
497066.876560383,5419912.53540321,288.493560791016,,"50548563",Haspelturm,,,,,,,yes,,,,,,,,,,,,,,,"""addr:city""=>""Vaihingen an der Enz"",""addr:country""=>""DE"",""addr:housenumber""=>""16"",""addr:postcode""=>""71665"",""addr:street""=>""Turmstra??e"",""alt_name""=>""Diebsturm""","23","0","0","23",0.00026227075494,225.72206277796431,288.493560791016,497066.8765603830,5419912.5354032097
497124.342091931,5419869.94073655,283.622680664062,,"137000706",,,,,,,,civic,,,,,,,,,,,,,,,"""wheelchair""=>""yes""","0","0","0","0",0.00000000000000,223.04456454065738,283.622680664063,497124.3420919313,5419869.9407365499
497114.966914632,5419869.65656167,283.683502197266,,"137000706",,,,,,,,civic,,,,,,,,,,,,,,,"""wheelchair""=>""yes""","1","0","0","1",0.00012802640353,268.82390044759791,283.683502197266,497114.9669146325,5419869.6565616746
497113.201743819,5419869.60189489,279.532135009766,,"137000706",,,,,,,,civic,,,,,,,,,,,,,,,"""wheelchair""=>""yes""","2","0","0","2",0.00015213158969,313.02320702038190,279.532135009766,497113.2017438194,5419869.6018948928
497112.394802505,5419895.38123595,283.49853515625,,"137000706",,,,,,,,civic,,,,,,,,,,,,,,,"""wheelchair""=>""yes""","3","0","0","3",0.00038430189357,357.28835020693754,283.49853515625,497112.3948025047,5419895.3812359469
497112.30120263,5419898.49387548,283.24560546875,,"137000706",,,,,,,,civic,,,,,,,,,,,,,,,"""wheelchair""=>""yes""","4","0","0","4",0.00041233205589,43.07776238563780,283.24560546875,497112.3012026296,5419898.4938754775
497118.314470855,5419898.67973778,288.231170654297,,"137000706",,,,,,,,civic,,,,,,,,,,,,,,,"""wheelchair""=>""yes""","5","0","0","5",0.00049444965449,129.82571497987527,288.231170654297,497118.3144708545,5419898.6797377765
497118.642454452,5419895.57809341,288.333221435547,,"137000706",,,,,,,,civic,,,,,,,,,,,,,,,"""wheelchair""=>""yes""","6","0","0","6",0.00052271022774,170.84439998417557,288.333221435547,497118.6424544518,5419895.5780934105
497118.955859043,5419892.60985338,288.207183837891,,"137000706",,,,,,,,civic,,,,,,,,,,,,,,,"""wheelchair""=>""yes""","7","0","0","7",0.00054975426589,128.40513878652195,288.207183837891,497118.9558590427,5419892.6098533804
497123.621639575,5419893.10767814,288.384368896484,,"137000706",,,,,,,,civic,,,,,,,,,,,,,,,"""wheelchair""=>""yes""","8","0","0","8",0.00061361301627,131.60596007003792,288.384368896484,497123.6216395749,5419893.1076781405
497124.342091931,5419869.94073655,283.622680664062,,"137000706",,,,,,,,civic,,,,,,,,,,,,,,,"""wheelchair""=>""yes""","9","0","0","9",0.00082225280155,223.04456454065738,283.622680664063,497124.3420919313,5419869.9407365499
497142.13092785,5419895.06574608,288.385070800781,,"137000707",,,,,,,,civic,,,,,,,,,,,,,,,"""wheelchair""=>""yes""","0","0","0","0",0.00000000000000,218.38465190979630,288.385070800781,497142.1309278501,5419895.0657460820
497137.611646218,5419894.59006326,285.417266845703,,"137000707",,,,,,,,civic,,,,,,,,,,,,,,,"""wheelchair""=>""yes""","1","0","0","1",0.00006184965643,266.00012843049348,285.417266845703,497137.6116462182,5419894.5900632590
497123.621639575,5419893.10767814,288.384368896484,,"137000707",,,,,,,,civic,,,,,,,,,,,,,,,"""wheelchair""=>""yes""","2","0","0","2",0.00025331913180,265.97300113099948,288.384368896484,497123.6216395749,5419893.1076781405
497118.955859043,5419892.60985338,288.207183837891,,"137000707",,,,,,,,civic,,,,,,,,,,,,,,,"""wheelchair""=>""yes""","3","0","0","3",0.00031717788218,308.40513878652195,288.207183837891,497118.9558590427,5419892.6098533804
497118.642454452,5419895.57809341,288.333221435547,,"137000707",,,,,,,,civic,,,,,,,,,,,,,,,"""wheelchair""=>""yes""","4","0","0","4",0.00034422192034,350.84439998417554,288.333221435547,497118.6424544518,5419895.5780934105
497118.314470855,5419898.67973778,288.231170654297,,"137000707",,,,,,,,civic,,,,,,,,,,,,,,,"""wheelchair""=>""yes""","5","0","0","5",0.00037248249358,350.80014943081858,288.231170654297,497118.3144708545,5419898.6797377765
497113.219633159,5419946.46065112,278.848205566406,,"137000707",,,,,,,,civic,,,,,,,,,,,,,,,"""wheelchair""=>""yes""","6","0","0","6",0.00080792944787,38.36763281582353,278.848205566406,497113.2196331585,5419946.4606511183
497119.877644143,5419947.16865139,288.492309570312,,"137000707",,,,,,,,civic,,,,,,,,,,,,,,,"""wheelchair""=>""yes""","7","0","0","7",0.00089905447187,85.98375373563064,288.492309570313,497119.8776441428,5419947.1686513880
497128.769635839,5419948.10895111,279.654327392578,,"137000707",,,,,,,,civic,,,,,,,,,,,,,,,"""wheelchair""=>""yes""","8","0","0","8",0.00102075167809,117.41674919478453,279.654327392578,497128.7696358393,5419948.1089511141
497130.839684958,5419942.9054098,278.864105224609,,"137000707",,,,,,,,civic,,,,,,,,,,,,,,,"""wheelchair""=>""yes""","9","0","0","9",0.00107544290225,159.78650296136351,278.864105224609,497130.8396849584,5419942.9054098036
